Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFB","Fertilizers by Product","203","Czechia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","90931","A","Official figure"
"RFB","Fertilizers by Product","203","Czechia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","92383","A","Official figure"
"RFB","Fertilizers by Product","180","Democratic Republic of the Congo","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","3771","I","Imputed value"
"RFB","Fertilizers by Product","180","Democratic Republic of the Congo","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","4055","I","Imputed value"
"RFB","Fertilizers by Product","180","Democratic Republic of the Congo","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","4522","I","Imputed value"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","153450","A","Official figure"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","247482","A","Official figure"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","243529","A","Official figure"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","231674","A","Official figure"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","246277","A","Official figure"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","284755","A","Official figure"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","295032","A","Official figure"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","289856","A","Official figure"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","359597","A","Official figure"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","302470","A","Official figure"
"RFB","Fertilizers by Product","208","Denmark","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","284965.83","A","Official figure"
"RFB","Fertilizers by Product","212","Dominica","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","758","I","Imputed value"
"RFB","Fertilizers by Product","212","Dominica","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","625","I","Imputed value"
"RFB","Fertilizers by Product","212","Dominica","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1207","I","Imputed value"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","8588","I","Imputed value"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","711.12","A","Official figure"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1096.22","A","Official figure"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","539","A","Official figure"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","768","A","Official figure"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","16315","A","Official figure"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","15720","A","Official figure"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","15965","A","Official figure"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","15295","A","Official figure"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","16474.21","A","Official figure"
"RFB","Fertilizers by Product","214","Dominican Republic","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","11151.83","A","Official figure"
"RFB","Fertilizers by Product","218","Ecuador","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","18598","I","Imputed value"
"RFB","Fertilizers by Product","218","Ecuador","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","22723.52","I","Imputed value"
"RFB","Fertilizers by Product","218","Ecuador","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","29926.56","I","Imputed value"
"RFB","Fertilizers by Product","218","Ecuador","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","46904.71","A","Official figure"
"RFB","Fertilizers by Product","218","Ecuador","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","30803.66","A","Official figure"
"RFB","Fertilizers by Product","218","Ecuador","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","19119.4","A","Official figure"
"RFB","Fertilizers by Product","218","Ecuador","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","41224.2","A","Official figure"
"RFB","Fertilizers by Product","218","Ecuador","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","73663.3","A","Official figure"
"RFB","Fertilizers by Product","218","Ecuador","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","33994.4","A","Official figure"
"RFB","Fertilizers by Product","818","Egypt","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","168247","I","Imputed value"
"RFB","Fertilizers by Product","818","Egypt","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","310000","I","Imputed value"
"RFB","Fertilizers by Product","818","Egypt","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","265000","I","Imputed value"
"RFB","Fertilizers by Product","818","Egypt","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","400000","E","Estimated value"
"RFB","Fertilizers by Product","818","Egypt","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","400000","E","Estimated value"
"RFB","Fertilizers by Product","818","Egypt","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","400000","I","Imputed value"
"RFB","Fertilizers by Product","818","Egypt","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","400000","I","Imputed value"
"RFB","Fertilizers by Product","818","Egypt","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","400000","I","Imputed value"
"RFB","Fertilizers by Product","222","El Salvador","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","15670","I","Imputed value"
"RFB","Fertilizers by Product","222","El Salvador","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","100256","I","Imputed value"
"RFB","Fertilizers by Product","222","El Salvador","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","88261","I","Imputed value"
"RFB","Fertilizers by Product","222","El Salvador","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","170.1","A","Official figure"
"RFB","Fertilizers by Product","222","El Salvador","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","2571.91","A","Official figure"
"RFB","Fertilizers by Product","222","El Salvador","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","1080.22","A","Official figure"
"RFB","Fertilizers by Product","222","El Salvador","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","1303.21","A","Official figure"
"RFB","Fertilizers by Product","222","El Salvador","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","1219.66","A","Official figure"
"RFB","Fertilizers by Product","233","Estonia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","29659","I","Imputed value"
"RFB","Fertilizers by Product","233","Estonia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","84782.51","I","Imputed value"
"RFB","Fertilizers by Product","233","Estonia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","106127","I","Imputed value"
"RFB","Fertilizers by Product","234","Faroe Islands","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","4.21","A","Official figure"
"RFB","Fertilizers by Product","234","Faroe Islands","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","2.14","A","Official figure"
"RFB","Fertilizers by Product","234","Faroe Islands","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","7.88","A","Official figure"
"RFB","Fertilizers by Product","242","Fiji","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","2165","I","Imputed value"
"RFB","Fertilizers by Product","242","Fiji","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","82","I","Imputed value"
"RFB","Fertilizers by Product","242","Fiji","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","83","I","Imputed value"
"RFB","Fertilizers by Product","246","Finland","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","208","I","Imputed value"
"RFB","Fertilizers by Product","246","Finland","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","271","I","Imputed value"
"RFB","Fertilizers by Product","246","Finland","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","267","I","Imputed value"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","146000","A","Official figure"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","401600","A","Official figure"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","385000","A","Official figure"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","790031","A","Official figure"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","742923","A","Official figure"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","943335","A","Official figure"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","867036","A","Official figure"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","695140","A","Official figure"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","749905","A","Official figure"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","607012.41","A","Official figure"
"RFB","Fertilizers by Product","250","France","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","592284.53","A","Official figure"
"RFB","Fertilizers by Product","258","French Polynesia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","1019","I","Imputed value"
"RFB","Fertilizers by Product","258","French Polynesia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","145","I","Imputed value"
"RFB","Fertilizers by Product","258","French Polynesia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1118","I","Imputed value"
"RFB","Fertilizers by Product","258","French Polynesia","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","825.97","A","Official figure"
"RFB","Fertilizers by Product","258","French Polynesia","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","1222.91","A","Official figure"
"RFB","Fertilizers by Product","258","French Polynesia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","902.17","A","Official figure"
"RFB","Fertilizers by Product","258","French Polynesia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","898.02","A","Official figure"
"RFB","Fertilizers by Product","266","Gabon","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","1385","I","Imputed value"
"RFB","Fertilizers by Product","266","Gabon","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","145","I","Imputed value"
"RFB","Fertilizers by Product","266","Gabon","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1501","I","Imputed value"
"RFB","Fertilizers by Product","270","Gambia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","4500","I","Imputed value"
"RFB","Fertilizers by Product","270","Gambia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","5000","I","Imputed value"
"RFB","Fertilizers by Product","270","Gambia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","6653","I","Imputed value"
"RFB","Fertilizers by Product","268","Georgia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","215.9","A","Official figure"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","82589","I","Imputed value"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","44203","A","Official figure"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","50309","A","Official figure"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","126929","A","Official figure"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","113794","A","Official figure"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","44880","A","Official figure"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","137990.85","A","Official figure"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","132632.27","A","Official figure"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","210402.55","A","Official figure"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","220176.46","A","Official figure"
"RFB","Fertilizers by Product","288","Ghana","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","215617.15","A","Official figure"
"RFB","Fertilizers by Product","300","Greece","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","146405","I","Imputed value"
"RFB","Fertilizers by Product","300","Greece","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","230833","I","Imputed value"
"RFB","Fertilizers by Product","300","Greece","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","415453","I","Imputed value"
"RFB","Fertilizers by Product","320","Guatemala","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","9859","I","Imputed value"
"RFB","Fertilizers by Product","320","Guatemala","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","40344","I","Imputed value"
"RFB","Fertilizers by Product","320","Guatemala","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","37887","I","Imputed value"
"RFB","Fertilizers by Product","324","Guinea","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","388","I","Imputed value"
"RFB","Fertilizers by Product","324","Guinea","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","490","I","Imputed value"
"RFB","Fertilizers by Product","324","Guinea","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","17291","I","Imputed value"
"RFB","Fertilizers by Product","324","Guinea","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","1620","A","Official figure"
"RFB","Fertilizers by Product","324","Guinea","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","12015","A","Official figure"
"RFB","Fertilizers by Product","324","Guinea","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","11709.52","A","Official figure"
"RFB","Fertilizers by Product","328","Guyana","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","418","I","Imputed value"
"RFB","Fertilizers by Product","328","Guyana","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","2223","I","Imputed value"
"RFB","Fertilizers by Product","328","Guyana","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","974","I","Imputed value"
"RFB","Fertilizers by Product","340","Honduras","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","6624","I","Imputed value"
"RFB","Fertilizers by Product","340","Honduras","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","14868","I","Imputed value"
"RFB","Fertilizers by Product","340","Honduras","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","27204","I","Imputed value"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","172401","A","Official figure"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","191716","A","Official figure"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","238658","A","Official figure"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","55793","A","Official figure"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","62760","A","Official figure"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","79735","A","Official figure"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","52822","A","Official figure"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","51712","A","Official figure"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","79140","A","Official figure"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","61155","A","Official figure"
"RFB","Fertilizers by Product","348","Hungary","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","58994","A","Official figure"
"RFB","Fertilizers by Product","352","Iceland","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","23203","A","Official figure"
"RFB","Fertilizers by Product","352","Iceland","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","33417","A","Official figure"
"RFB","Fertilizers by Product","352","Iceland","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","30545","A","Official figure"
"RFB","Fertilizers by Product","352","Iceland","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","32614","A","Official figure"
"RFB","Fertilizers by Product","352","Iceland","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","31456","A","Official figure"
"RFB","Fertilizers by Product","352","Iceland","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","30617","A","Official figure"
"RFB","Fertilizers by Product","352","Iceland","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","31890","A","Official figure"
"RFB","Fertilizers by Product","352","Iceland","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","34320","A","Official figure"
"RFB","Fertilizers by Product","352","Iceland","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","33442","A","Official figure"
"RFB","Fertilizers by Product","352","Iceland","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","31088","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","484570","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","532300","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","500270","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","3113120","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","3203120","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","3847510","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","4261240","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","4010500","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","4229800","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","4406200","A","Official figure"
"RFB","Fertilizers by Product","356","India","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","4635700","A","Official figure"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","1666517","A","Official figure"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","1804413","A","Official figure"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","2124474","A","Official figure"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","2478399","E","Estimated value"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","2443456","E","Estimated value"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","2672052","E","Estimated value"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","2705807","E","Estimated value"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","2933716","E","Estimated value"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","2597586","E","Estimated value"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","2802246","E","Estimated value"
"RFB","Fertilizers by Product","360","Indonesia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","3088176","E","Estimated value"
"RFB","Fertilizers by Product","364","Iran (Islamic Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","24475","A","Official figure"
"RFB","Fertilizers by Product","364","Iran (Islamic Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","5269","A","Official figure"
"RFB","Fertilizers by Product","364","Iran (Islamic Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","2836","A","Official figure"
"RFB","Fertilizers by Product","364","Iran (Islamic Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","2281","A","Official figure"
"RFB","Fertilizers by Product","364","Iran (Islamic Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","2901","A","Official figure"
"RFB","Fertilizers by Product","368","Iraq","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","257616","A","Official figure"
"RFB","Fertilizers by Product","368","Iraq","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","911520","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","181041","I","Imputed value"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","393460","I","Imputed value"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","339205","I","Imputed value"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","272437","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","324690","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","274230","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","255204","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","292836","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","307084","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","928566","A","Official figure"
"RFB","Fertilizers by Product","372","Ireland","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","836020","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","452369","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","511237","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","535944","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","573112","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","368193","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","426366","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","377976","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","347346","A","Official figure"
"RFB","Fertilizers by Product","380","Italy","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","276239","A","Official figure"
"RFB","Fertilizers by Product","388","Jamaica","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","1508","A","Official figure"
"RFB","Fertilizers by Product","388","Jamaica","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","1859","A","Official figure"
"RFB","Fertilizers by Product","388","Jamaica","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1670","A","Official figure"
"RFB","Fertilizers by Product","392","Japan","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","1298373","I","Imputed value"
"RFB","Fertilizers by Product","392","Japan","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","1356561","I","Imputed value"
"RFB","Fertilizers by Product","392","Japan","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1363509","I","Imputed value"
"RFB","Fertilizers by Product","400","Jordan","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","43000","I","Imputed value"
"RFB","Fertilizers by Product","400","Jordan","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","18301","I","Imputed value"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","89516","I","Imputed value"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","110750","I","Imputed value"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","199784","I","Imputed value"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","18089","A","Official figure"
"RFB","Fertilizers by Product","404","Kenya","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","47276","A","Official figure"
"RFB","Fertilizers by Product","414","Kuwait","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","2349","I","Imputed value"
"RFB","Fertilizers by Product","417","Kyrgyzstan","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","40","I","Imputed value"
"RFB","Fertilizers by Product","417","Kyrgyzstan","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","100","I","Imputed value"
"RFB","Fertilizers by Product","417","Kyrgyzstan","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","220","I","Imputed value"
"RFB","Fertilizers by Product","417","Kyrgyzstan","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","400","A","Official figure"
"RFB","Fertilizers by Product","417","Kyrgyzstan","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","1000","A","Official figure"
"RFB","Fertilizers by Product","417","Kyrgyzstan","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","525","A","Official figure"
"RFB","Fertilizers by Product","417","Kyrgyzstan","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","600","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","72196","A","Official figure"
